model,backend,run,words,num_predict,seconds
phi3:3.8b,CPU,2,30,128,3.0723298849998173
phi3:3.8b,GPU,3,30,128,1.0974020190001283
phi3:3.8b,CPU,3,30,128,5.3223881889998665
phi3:3.8b,GPU,4,30,128,1.2872395929998675
phi3:3.8b,CPU,4,30,128,5.332195395999861
phi3:3.8b,GPU,5,30,128,0.9321459989996583
phi3:3.8b,CPU,5,30,128,0.8119392090002293
phi3:3.8b,GPU,1,32,128,0.9052818780000962
phi3:3.8b,CPU,1,32,128,3.8172728509998706
phi3:3.8b,GPU,2,32,128,0.5097865469997487
phi3:3.8b,CPU,2,32,128,3.210481283000263
phi3:3.8b,GPU,3,32,128,1.6173388939996585
phi3:3.8b,CPU,3,32,128,0.6564515109994318
phi3:3.8b,GPU,4,32,128,1.5555161550000776
phi3:3.8b,CPU,4,32,128,2.788554450999982
phi3:3.8b,GPU,5,32,128,1.6439432030001626
phi3:3.8b,CPU,5,32,128,1.5489659619997838
phi3:3.8b,GPU,1,34,128,1.2818448950001766
phi3:3.8b,CPU,1,34,128,3.5664189339995573
phi3:3.8b,GPU,2,34,128,0.806095040999935
phi3:3.8b,CPU,2,34,128,4.913100000000668
phi3:3.8b,GPU,3,34,128,0.792044695000186
phi3:3.8b,CPU,3,34,128,3.4401066620002894
phi3:3.8b,GPU,4,34,128,1.6020008019995657
phi3:3.8b,CPU,4,34,128,4.93966931399973
phi3:3.8b,GPU,5,34,128,0.7298286119994373
phi3:3.8b,CPU,5,34,128,3.4697463140000764
phi3:3.8b,GPU,1,36,128,1.1893974000004164
phi3:3.8b,CPU,1,36,128,3.846774412000741
phi3:3.8b,GPU,2,36,128,0.4286160799993013
phi3:3.8b,CPU,2,36,128,1.351647673000116
phi3:3.8b,GPU,3,36,128,0.5961004880000473
phi3:3.8b,CPU,3,36,128,3.7478640680001263
phi3:3.8b,GPU,4,36,128,1.16125607199956
phi3:3.8b,CPU,4,36,128,5.396008289999372
phi3:3.8b,GPU,5,36,128,1.1941968710007131
phi3:3.8b,CPU,5,36,128,0.9070423289995233
phi3:3.8b,GPU,1,38,128,0.2965509120003844
phi3:3.8b,CPU,1,38,128,0.9894095210001979
phi3:3.8b,GPU,2,38,128,0.19366120799986675
phi3:3.8b,CPU,2,38,128,4.021120753000105
phi3:3.8b,GPU,3,38,128,1.6698129430005793
phi3:3.8b,CPU,3,38,128,2.0667551009992167
phi3:3.8b,GPU,4,38,128,1.592897215999983
phi3:3.8b,CPU,4,38,128,5.589464280000357
phi3:3.8b,GPU,5,38,128,1.2761209050004254
phi3:3.8b,CPU,5,38,128,5.405944981000175
phi3:3.8b,GPU,1,40,128,0.9311137660006352
phi3:3.8b,CPU,1,40,128,2.62487825900007
phi3:3.8b,GPU,2,40,128,1.5503892649994668
phi3:3.8b,CPU,2,40,128,5.4425466880002205
phi3:3.8b,GPU,3,40,128,1.3348532660002093
phi3:3.8b,CPU,3,40,128,4.255059512000116
phi3:3.8b,GPU,4,40,128,0.8772318219998851
phi3:3.8b,CPU,4,40,128,5.439341453999987
phi3:3.8b,GPU,5,40,128,1.2134840660000918
phi3:3.8b,CPU,5,40,128,5.427228303000447
phi3:3.8b,GPU,1,42,128,1.3227430809993166
phi3:3.8b,CPU,1,42,128,4.603446025999801
phi3:3.8b,GPU,2,42,128,1.7190613290003967
phi3:3.8b,CPU,2,42,128,5.461067482000544
phi3:3.8b,GPU,3,42,128,1.3631346590000248
phi3:3.8b,CPU,3,42,128,0.754963731999851
phi3:3.8b,GPU,4,42,128,1.388542063999921
phi3:3.8b,CPU,4,42,128,2.168897831999857
phi3:3.8b,GPU,5,42,128,0.34326865900038683
phi3:3.8b,CPU,5,42,128,4.49622779099991
phi3:3.8b,GPU,1,44,128,1.715768238000237
phi3:3.8b,CPU,1,44,128,1.412816193999788
phi3:3.8b,GPU,2,44,128,1.6530947690007451
phi3:3.8b,CPU,2,44,128,1.9674734850004825
phi3:3.8b,GPU,3,44,128,1.6657167019993722
phi3:3.8b,CPU,3,44,128,2.096681575999355
phi3:3.8b,GPU,4,44,128,0.879630872999769
phi3:3.8b,CPU,4,44,128,3.5887499680002293
phi3:3.8b,GPU,5,44,128,1.6715738650000276
phi3:3.8b,CPU,5,44,128,0.9622460739992675
phi3:3.8b,GPU,1,46,128,1.651469643999917
phi3:3.8b,CPU,1,46,128,5.604685049999716
phi3:3.8b,GPU,2,46,128,0.3913972360005573
phi3:3.8b,CPU,2,46,128,5.505660689999786
phi3:3.8b,GPU,3,46,128,1.5305716160000884
phi3:3.8b,CPU,3,46,128,1.1315688190006767
phi3:3.8b,GPU,4,46,128,1.6412014549996456
phi3:3.8b,CPU,4,46,128,1.3412582450000627
phi3:3.8b,GPU,5,46,128,1.5297159980000288
phi3:3.8b,CPU,5,46,128,5.506039748000148
phi3:3.8b,GPU,1,48,128,1.016051712999797
phi3:3.8b,CPU,1,48,128,5.598882881999998
phi3:3.8b,GPU,2,48,128,1.5387117889995352
phi3:3.8b,CPU,2,48,128,5.517053797000699
phi3:3.8b,GPU,3,48,128,0.8798300890002793
phi3:3.8b,CPU,3,48,128,5.5229290939996645
phi3:3.8b,GPU,4,48,128,1.4758809020004264
phi3:3.8b,CPU,4,48,128,5.523111009000786
phi3:3.8b,GPU,5,48,128,1.6719233570001961
phi3:3.8b,CPU,5,48,128,5.519691318000696
phi3:3.8b,GPU,1,50,128,1.7031447019999177
phi3:3.8b,CPU,1,50,128,2.8462550999993255
phi3:3.8b,GPU,2,50,128,1.543911095999647
phi3:3.8b,CPU,2,50,128,5.536352944999635
phi3:3.8b,GPU,3,50,128,1.5503391889997147
phi3:3.8b,CPU,3,50,128,5.544371226000294
phi3:3.8b,GPU,4,50,128,1.5346310370005085
phi3:3.8b,CPU,4,50,128,5.550014854999972
phi3:3.8b,GPU,5,50,128,1.6828238409998448
phi3:3.8b,CPU,5,50,128,5.546749617000387
phi3:3.8b,GPU,1,52,128,1.7079372799998964
phi3:3.8b,CPU,1,52,128,5.653819018999457
phi3:3.8b,GPU,2,52,128,1.6667817879997529
phi3:3.8b,CPU,2,52,128,5.581599818000541
phi3:3.8b,GPU,3,52,128,0.902268255999843
phi3:3.8b,CPU,3,52,128,1.1077467739996791
phi3:3.8b,GPU,4,52,128,0.16528452500006097
phi3:3.8b,CPU,4,52,128,5.570763124000223
phi3:3.8b,GPU,5,52,128,1.5356740809993426
phi3:3.8b,CPU,5,52,128,5.562488616999872
phi3:3.8b,GPU,1,54,128,1.6904448819996105
phi3:3.8b,CPU,1,54,128,5.660806159999993
phi3:3.8b,GPU,2,54,128,1.5469245180001963
phi3:3.8b,CPU,2,54,128,5.591815176999262
phi3:3.8b,GPU,3,54,128,1.6958114760000171
phi3:3.8b,CPU,3,54,128,5.581959379000182
phi3:3.8b,GPU,4,54,128,1.56999572299992
phi3:3.8b,CPU,4,54,128,5.582408088000193
phi3:3.8b,GPU,5,54,128,1.7228551770003833
phi3:3.8b,CPU,5,54,128,5.594467436000741
phi3:3.8b,GPU,1,56,128,1.554544232999433
phi3:3.8b,CPU,1,56,128,5.69665606000035
phi3:3.8b,GPU,2,56,128,1.716977200000656
phi3:3.8b,CPU,2,56,128,5.617370128999937
phi3:3.8b,GPU,3,56,128,1.5418879910002943
phi3:3.8b,CPU,3,56,128,5.607872329000202
phi3:3.8b,GPU,4,56,128,1.6821209760000784
phi3:3.8b,CPU,4,56,128,5.612450584000726
phi3:3.8b,GPU,5,56,128,1.5485970960007762
phi3:3.8b,CPU,5,56,128,5.610204182999951
phi3:3.8b,GPU,1,58,128,1.739167918000021
phi3:3.8b,CPU,1,58,128,5.710469304000071
phi3:3.8b,GPU,2,58,128,1.5524771710006462
phi3:3.8b,CPU,2,58,128,5.640161280999564
phi3:3.8b,GPU,3,58,128,1.5650753680001799
phi3:3.8b,CPU,3,58,128,5.652997353000501
phi3:3.8b,GPU,4,58,128,1.7036556439998094
phi3:3.8b,CPU,4,58,128,5.86083126199992
phi3:3.8b,GPU,5,58,128,1.5604316180006208
phi3:3.8b,CPU,5,58,128,5.644603577000453
phi3:3.8b,GPU,1,60,128,1.7123201250005877
phi3:3.8b,CPU,1,60,128,5.74031616100001
phi3:3.8b,GPU,2,60,128,1.7164023650002491
phi3:3.8b,CPU,2,60,128,5.6626568299998326
phi3:3.8b,GPU,3,60,128,1.6929636659997414
phi3:3.8b,CPU,3,60,128,5.654574647999652
phi3:3.8b,GPU,4,60,128,1.7014902979999533
phi3:3.8b,CPU,4,60,128,5.656397379000737
phi3:3.8b,GPU,5,60,128,1.570158255000024
phi3:3.8b,CPU,5,60,128,5.666898130999471
phi3:3.8b,GPU,1,62,128,1.7519644190006147
phi3:3.8b,CPU,1,62,128,5.766658439999446
phi3:3.8b,GPU,2,62,128,0.48763683600009244
phi3:3.8b,CPU,2,62,128,5.690226005000113
phi3:3.8b,GPU,3,62,128,1.7307224619999033
phi3:3.8b,CPU,3,62,128,5.902754863999689
phi3:3.8b,GPU,4,62,128,1.600266247000036
phi3:3.8b,CPU,4,62,128,5.699923174000105
phi3:3.8b,GPU,5,62,128,1.739251670000158
phi3:3.8b,CPU,5,62,128,5.674732912999389
phi3:3.8b,GPU,1,64,128,1.5824685010002213
phi3:3.8b,CPU,1,64,128,5.781539693999548
phi3:3.8b,GPU,2,64,128,1.7367781169996306
phi3:3.8b,CPU,2,64,128,5.7183118080001805
phi3:3.8b,GPU,3,64,128,1.7374562810000498
phi3:3.8b,CPU,3,64,128,5.693044421000195
phi3:3.8b,GPU,4,64,128,1.5637076030006938
phi3:3.8b,CPU,4,64,128,5.709987999000077
phi3:3.8b,GPU,5,64,128,1.744959998000013
phi3:3.8b,CPU,5,64,128,2.447297895999327
phi3:3.8b,GPU,1,66,128,0.8187160699999367
phi3:3.8b,CPU,1,66,128,5.806343317000028
phi3:3.8b,GPU,2,66,128,1.7440303179992043
phi3:3.8b,CPU,2,66,128,5.739979619999758
phi3:3.8b,GPU,3,66,128,1.7573463580001771
phi3:3.8b,CPU,3,66,128,5.738722950999545
phi3:3.8b,GPU,4,66,128,1.749947489999613
phi3:3.8b,CPU,4,66,128,5.722567064999566
phi3:3.8b,GPU,5,66,128,1.5734409599999708
phi3:3.8b,CPU,5,66,128,5.728147259999787
phi3:3.8b,GPU,1,68,128,1.780232948000048
phi3:3.8b,CPU,1,68,128,5.8199082950004595
phi3:3.8b,GPU,2,68,128,1.7727528559998973
phi3:3.8b,CPU,2,68,128,5.750039917000322
phi3:3.8b,GPU,3,68,128,1.7463822510007958
phi3:3.8b,CPU,3,68,128,5.746029083999929
phi3:3.8b,GPU,4,68,128,1.770373491999635
phi3:3.8b,CPU,4,68,128,5.750719494000805
phi3:3.8b,GPU,5,68,128,1.753914812000403
phi3:3.8b,CPU,5,68,128,5.755698229999325
phi3:3.8b,GPU,1,70,128,1.767768579999938
phi3:3.8b,CPU,1,70,128,1.7524014970003918
phi3:3.8b,GPU,2,70,128,1.768066564000037
phi3:3.8b,CPU,2,70,128,5.771902458999648
phi3:3.8b,GPU,3,70,128,1.5821351909999066
phi3:3.8b,CPU,3,70,128,3.419684172000416
phi3:3.8b,GPU,4,70,128,1.7608361450002121
phi3:3.8b,CPU,4,70,128,1.764861326000755
phi3:3.8b,GPU,5,70,128,1.7798672059998353
phi3:3.8b,CPU,5,70,128,5.771650881999449
phi3:3.8b,GPU,1,72,128,1.6136692220006807
phi3:3.8b,CPU,1,72,128,5.868951526000274
phi3:3.8b,GPU,2,72,128,0.3303840479993596
phi3:3.8b,CPU,2,72,128,5.804716072999327
phi3:3.8b,GPU,3,72,128,1.6517327260007733
phi3:3.8b,CPU,3,72,128,5.794779941000343
phi3:3.8b,GPU,4,72,128,1.7804694360002031
phi3:3.8b,CPU,4,72,128,5.781760853000378
phi3:3.8b,GPU,5,72,128,1.579134169000099
phi3:3.8b,CPU,5,72,128,5.807311587000186
phi3:3.8b,GPU,1,74,128,1.8202867300005892
phi3:3.8b,CPU,1,74,128,5.89401250300034
phi3:3.8b,GPU,2,74,128,1.588638792999518
phi3:3.8b,CPU,2,74,128,5.8160055060006925
phi3:3.8b,GPU,3,74,128,1.7976366270004291
phi3:3.8b,CPU,3,74,128,5.811853375999817
phi3:3.8b,GPU,4,74,128,1.588669050000135
phi3:3.8b,CPU,4,74,128,5.813580439000361
phi3:3.8b,GPU,5,74,128,1.7848742750002202
phi3:3.8b,CPU,5,74,128,5.816419810999832
phi3:3.8b,GPU,1,76,128,0.6957969750001212
phi3:3.8b,CPU,1,76,128,2.4512718389996735
phi3:3.8b,GPU,2,76,128,1.8102230470003633
phi3:3.8b,CPU,2,76,128,5.884827763999965
phi3:3.8b,GPU,3,76,128,0.6699687150003228
phi3:3.8b,CPU,3,76,128,6.015733320000436
phi3:3.8b,GPU,4,76,128,1.7789076889994249
phi3:3.8b,CPU,4,76,128,5.833626175999598
phi3:3.8b,GPU,5,76,128,0.6138100829994073
phi3:3.8b,CPU,5,76,128,5.830262317999768
phi3:3.8b,GPU,1,78,128,1.5989188960002139
phi3:3.8b,CPU,1,78,128,5.958837231999496
phi3:3.8b,GPU,2,78,128,1.8022907690001375
phi3:3.8b,CPU,2,78,128,5.858841987000233
phi3:3.8b,GPU,3,78,128,1.8064175019999311
phi3:3.8b,CPU,3,78,128,5.856561478000003
phi3:3.8b,GPU,4,78,128,1.8189062960000228
phi3:3.8b,CPU,4,78,128,5.870911197000169
phi3:3.8b,GPU,5,78,128,1.0768236509993585
phi3:3.8b,CPU,5,78,128,5.859282360000179
phi3:3.8b,GPU,1,80,128,1.810916740999346
phi3:3.8b,CPU,1,80,128,5.9726269089997
phi3:3.8b,GPU,2,80,128,0.796016093999242
phi3:3.8b,CPU,2,80,128,5.86998145599955
phi3:3.8b,GPU,3,80,128,1.8231941040003221
phi3:3.8b,CPU,3,80,128,5.889446778000092
phi3:3.8b,GPU,4,80,128,1.8159077800000887
phi3:3.8b,CPU,4,80,128,5.874391414999991
phi3:3.8b,GPU,5,80,128,1.574376100000336
phi3:3.8b,CPU,5,80,128,5.888551232999816
phi3:3.8b,GPU,1,82,128,0.23158862399941427
phi3:3.8b,CPU,1,82,128,0.82124470799954
phi3:3.8b,GPU,2,82,128,1.3818112369999653
phi3:3.8b,CPU,2,82,128,5.895214097999997
phi3:3.8b,GPU,3,82,128,1.8095553529992685
phi3:3.8b,CPU,3,82,128,5.000330042999849
phi3:3.8b,GPU,4,82,128,1.819399479999447
phi3:3.8b,CPU,4,82,128,0.681043253000098
phi3:3.8b,GPU,5,82,128,1.615398224999808
phi3:3.8b,CPU,5,82,128,0.722557859000517
phi3:3.8b,GPU,1,84,128,1.8439387180005724
phi3:3.8b,CPU,1,84,128,6.0181233249995785
phi3:3.8b,GPU,2,84,128,1.607725629000015
phi3:3.8b,CPU,2,84,128,5.926654421999956
phi3:3.8b,GPU,3,84,128,1.8311783910003214
phi3:3.8b,CPU,3,84,128,5.923211526000159
phi3:3.8b,GPU,4,84,128,1.8363232310002786
phi3:3.8b,CPU,4,84,128,5.928213653999592
phi3:3.8b,GPU,5,84,128,1.8303157270001975
phi3:3.8b,CPU,5,84,128,5.924242645000049
phi3:3.8b,GPU,1,86,128,1.8417540799991912
phi3:3.8b,CPU,1,86,128,6.028158140999949
phi3:3.8b,GPU,2,86,128,1.85657645900028
phi3:3.8b,CPU,2,86,128,5.961418811999465
phi3:3.8b,GPU,3,86,128,1.857726566000565
phi3:3.8b,CPU,3,86,128,5.95139369699973
phi3:3.8b,GPU,4,86,128,1.8551082880003378
phi3:3.8b,CPU,4,86,128,5.943791090999184
phi3:3.8b,GPU,5,86,128,1.6042143059994487
phi3:3.8b,CPU,5,86,128,5.936728987999231
phi3:3.8b,GPU,1,88,128,1.8476559460004864
phi3:3.8b,CPU,1,88,128,6.056515440000112
phi3:3.8b,GPU,2,88,128,1.5806688600005145
phi3:3.8b,CPU,2,88,128,0.8248291850004534
phi3:3.8b,GPU,3,88,128,1.8598483839996334
phi3:3.8b,CPU,3,88,128,5.9550595189994056
phi3:3.8b,GPU,4,88,128,1.6034756979997837
phi3:3.8b,CPU,4,88,128,5.962666940999952
phi3:3.8b,GPU,5,88,128,1.8525858709999738
phi3:3.8b,CPU,5,88,128,5.962763367999287
phi3:3.8b,GPU,1,90,128,0.6252191869998569
phi3:3.8b,CPU,1,90,128,6.12045246300022
phi3:3.8b,GPU,2,90,128,0.33878551599991624
phi3:3.8b,CPU,2,90,128,0.46510228399984044
phi3:3.8b,GPU,3,90,128,1.1293951319994449
phi3:3.8b,CPU,3,90,128,5.990471968000747
phi3:3.8b,GPU,4,90,128,1.518241916000079
phi3:3.8b,CPU,4,90,128,5.994581620000645
phi3:3.8b,GPU,5,90,128,1.618187797000246
phi3:3.8b,CPU,5,90,128,5.99898191200009
phi3:3.8b,GPU,1,92,128,1.6224392679996527
phi3:3.8b,CPU,1,92,128,6.1074702599999
phi3:3.8b,GPU,2,92,128,0.9777603319998889
phi3:3.8b,CPU,2,92,128,6.007474994999939
phi3:3.8b,GPU,3,92,128,1.8238803539998116
phi3:3.8b,CPU,3,92,128,6.003791750000346
phi3:3.8b,GPU,4,92,128,1.8839208379995398
phi3:3.8b,CPU,4,92,128,5.865658285999416
phi3:3.8b,GPU,5,92,128,1.8404610110001158
phi3:3.8b,CPU,5,92,128,6.008594310999797
phi3:3.8b,GPU,1,94,128,1.8678872069995123
phi3:3.8b,CPU,1,94,128,6.128812253000433
phi3:3.8b,GPU,2,94,128,1.8742994490003184
phi3:3.8b,CPU,2,94,128,6.030365311000423
phi3:3.8b,GPU,3,94,128,1.8618864730005953
phi3:3.8b,CPU,3,94,128,6.037333186000069
phi3:3.8b,GPU,4,94,128,0.18535069700010354
phi3:3.8b,CPU,4,94,128,2.6369431670000267
phi3:3.8b,GPU,5,94,128,0.7911698060006529
phi3:3.8b,CPU,5,94,128,6.029732162000073
phi3:3.8b,GPU,1,96,128,1.6216025929998068
phi3:3.8b,CPU,1,96,128,6.146026119999988
phi3:3.8b,GPU,2,96,128,1.6090658739994979
phi3:3.8b,CPU,2,96,128,6.044453839000198
phi3:3.8b,GPU,3,96,128,1.8536415810003746
phi3:3.8b,CPU,3,96,128,6.0578889999997045
phi3:3.8b,GPU,4,96,128,1.6041553850000128
phi3:3.8b,CPU,4,96,128,6.045407334999254
phi3:3.8b,GPU,5,96,128,1.6673611329997584
phi3:3.8b,CPU,5,96,128,6.050935453999955
phi3:3.8b,GPU,1,98,128,1.8679096690002552
phi3:3.8b,CPU,1,98,128,6.174992148000456
phi3:3.8b,GPU,2,98,128,1.6224749850007356
phi3:3.8b,CPU,2,98,128,6.073740638000345
phi3:3.8b,GPU,3,98,128,1.8554158309998456
phi3:3.8b,CPU,3,98,128,6.070246070000394
phi3:3.8b,GPU,4,98,128,1.8573641900002258
phi3:3.8b,CPU,4,98,128,0.6587188329995115
phi3:3.8b,GPU,5,98,128,1.8544797979993746
phi3:3.8b,CPU,5,98,128,6.070408518000477
